ids,sexually_explicit_adult,sexually_suggestive_mature,offensive,review_recommended,examples,user_id,subforum_id,num_contexts,label
31741990_2,0.011883541010320187,0.06923691183328629,0.9879999756813049,True,Its a very old symbol and the Nazi 's chose it because it had been around for a long time and that represented strong Aryan roots .,606624,1363,2,noHate
32760026_2,0.007955812849104404,0.14740757644176483,0.3297978937625885,False,Today just add the Muslims whom they place just about everywhere .,572266,1388,0,noHate
31066278_1,0.032566044479608536,0.2296631783246994,0.22594474256038666,False,Lame.,574348,1346,0,noHate
13864766_4,0.11877355724573135,0.16380545496940613,0.105987548828125,False,Looking forward to it !,591125,1391,2,noHate
14658510_1,0.004884946625679731,0.12958773970603943,0.1286647915840149,False,"Since you guys are opposed to miscegenation , I wonder what you think of yourselves being mixed .",614248,1371,0,noHate
13477832_1,0.035041727125644684,0.07017829269170761,0.07914941012859344,False,I watch less than an hour of TV in two weeks most of the time .,573347,1345,0,noHate
13401479_1,0.006481823977082968,0.2059159129858017,0.4283832311630249,False,Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking WHITES to feed them,581238,1345,3,hate
13449582_2,0.008443091996014118,0.24066120386123657,0.2423401176929474,False,"They have n't gone to wearing their Fred Perry , boots and braces yet though ......",572427,1347,0,noHate
13583940_1,0.005628062877804041,0.10288684815168381,0.05443257465958595,False,Och nu har jag ocksa forlorad min Svensk Medborgarskap och far inte har en nya Passport !,589684,1393,0,idk/skip
14040239_1,0.08435201644897461,0.22554008662700653,0.9879999756813049,True,Assuming it 's not a public phone number I 'd put adverts in phone boxes saying he takes it up the bum for a tenner .,578591,1387,0,noHate
31769426_1,0.017201310023665428,0.36773616075515747,0.11374375224113464,False,"Im not a girl , but i am a 17 year old Skin from Canada .",633673,1363,0,noHate
14076870_2,0.036972638219594955,0.17823109030723572,0.11180965602397919,False,I feel that I want to practice ...,582486,1383,0,noHate
14651426_3,0.2822501063346863,0.17505504190921783,0.729448139667511,True,The blood of hundreds of white women is on the hands of white liberals .,574041,1371,0,hate
14296825_3,0.007588149514049292,0.19741249084472656,0.05067144334316254,False,Join the Nationalist Coalition http://www.ncoal.com,572417,1380,0,noHate
14298897_1,0.008804169483482838,0.09484896808862686,0.052076373249292374,False,"I've did a google search on this person and found no information on her being part American Indian , OP show me a few references please .",596138,1380,0,noHate
14673212_3,0.01834612712264061,0.2262093424797058,0.44318047165870667,False,"Egyptians are not Arabs , they are Egyptians .",614293,1371,0,noHate
30526591_2,0.001498571364209056,0.09200680255889893,0.14966556429862976,False,SPORTS A group of MIT grads are launching a high-tech product designed to turn any bicycle into an electric-hybrid vehicle .,575351,1348,0,noHate
14104444_2,0.1183290183544159,0.1908404529094696,0.25324273109436035,False,You like Jager ?,599704,1381,0,noHate
14059932_3,0.0027987316716462374,0.13085012137889862,0.9879999756813049,True,The final solution to the goyim problem .,577997,1383,0,relation
14675559_1,0.031206998974084854,0.0765882134437561,0.9879999756813049,True,Mr. Farkel thinks Whites are too stupid to be doctors and if we had an all White society we would have no doctors and no one to pull our teeth out .,577849,1371,0,noHate
30653614_2,0.007763690780848265,0.30966830253601074,0.9879999756813049,True,"If a person 's sexuality is an issue for them only then it should be an issue for us , normal people of either orientation do n't have their sex life at the centre of their attention all the time , a heterosexual deviant is just as much as a problem as a homosexual deviant and there are more straight perverts and psychos around trying to `` infiltrate '' groups than there are homosexuals .",579130,1346,0,noHate
30481076_2,0.006006259936839342,0.203673854470253,0.37873807549476624,False,He should sue for racism .,577981,1388,0,noHate
30575902_2,5.0317845307290554e-05,0.18192407488822937,0.14854295551776886,False,Shakespeare 's Globe - a reconstruction Highclere castle Gloucester cathedral Winchester Cathedral St. Paul 's Cathedral,572315,1348,0,noHate
12860405_3,0.5465127825737,0.1499919295310974,0.14901010692119598,True,"The sheer disrespect of just standing there and making her clean up their mess , and laughing about it .",572067,1346,5,noHate
14287043_1,0.0014459911035373807,0.14138919115066528,0.2692749500274658,False,This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,576945,1380,0,noHate
31728633_4,0.2143736481666565,0.19659648835659027,0.04991212859749794,False,Blue eyed Devils are really good as well .,599308,1363,0,noHate
13501878_3,0.0004409243119880557,0.09103633463382721,0.9879999756813049,True,"I mean , who knows ; should n't they watch out ? , they might end up on a terrorism blacklist ...",572043,1395,0,noHate
12870229_5,0.00022821035236120224,0.09681545943021774,0.21754246950149536,False,com/watch ? v = 6OK6ks7BSOY For a FREE informative BOOKLET & video on the Zionist-engineered INTENTIONAL destruction of White people go to : youtube .,572066,1346,0,noHate
30527903_2,0.00035100916284136474,0.21839797496795654,0.20135292410850525,False,My goto link is toast and I am allergic to PPV .,573458,1359,0,noHate
14027898_1,0.007958821021020412,0.07597442716360092,0.1120099425315857,False,The politicians need to keep feeding them to keep up the numbers which will eventually come here and vote for them .,595848,1387,2,noHate
30489378_1,0.0021457828115671873,0.10296259820461273,0.3747798204421997,False,You would not want to die and go to heaven if Germany had won .,574754,1354,0,noHate
13608162_1,0.0033933757804334164,0.03955375775694847,0.3179108500480652,False,I can only hope that today 's events will help teach the European people that they 're traveling down a very bad road ....,573393,1393,0,noHate
13862647_1,0.002780151553452015,0.2605433464050293,0.15305201709270477,False,"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",591103,1391,1,hate
13165044_1,0.0009202816290780902,0.03522425889968872,0.15900005400180817,False,When I saw this thread I was hoping she might actually go against the status quo and adopt a white baby So much for that theory !,576954,1345,0,noHate
13859940_2,0.04704218730330467,0.1785554736852646,0.07468882203102112,False,Nobody on here ' idolizes the IRA ' .,580968,1391,0,noHate
14263556_1,0.001309179118834436,0.007573735434561968,0.4743388891220093,False,"in a crisis , it wont matter. people will have to join us or face death at the hands of non-whites. its that simple. without the media and schools feeding them lies , they will have nothing to go on by except for real world encounters and cold truth .. and thats when our numbers will get large .",577225,1380,0,noHate
31787605_1,0.49086710810661316,0.1480460911989212,0.07977870106697083,False,I have a couple and get out on the 14th .,600654,1363,0,noHate
13858923_1,0.007237236946821213,0.45323941111564636,0.9879999756813049,True,well done at least someone is getting off their arse and taking action rather then sitting behind a computer being a cyber warrior.i hope others will follow suit,591076,1391,2,noHate
13481672_1,2.134027090505697e-05,0.20577478408813477,0.33920204639434814,False,I notice it does n't say if the kids were jews or not .,584956,1345,0,noHate
13501878_1,0.0020899453666061163,0.11656666547060013,0.04851566627621651,False,About those training : I never realized they had all that equipment .,572043,1395,0,noHate
14035837_1,0.00042697848402895033,0.13752807676792145,0.04918094724416733,False,Well someone needs to set one up ASAP .,595786,1387,0,noHate
30499435_1,0.0007210627081803977,0.11294110119342804,0.9879999756813049,True,"I think you meant , Pedro picked a pocket of precious packs of paychecks and purveyed the precious , purloined paychecks to Puerta Punta .",573624,1359,2,noHate
31755322_1,0.005283781792968512,0.03159024938941002,0.9879999756813049,True,"Its a shame really , but watch out for those people because one day they 'll turn round and tell their gun carrying black friends that you hate them because they 'll black .",573945,1363,1,noHate
12848466_5,0.02510266751050949,0.17113731801509857,0.15669365227222443,False,Somebody scratched her car and let the air out of the tires one day .,575848,1346,0,noHate
12860405_1,0.015805426985025406,0.2234615683555603,0.06508764624595642,False,Same here .,572067,1346,0,noHate
13595473_1,0.00021873389778193086,0.06083328276872635,0.06480792164802551,False,Well I heard that the airport is in the process of implementing their new security procedures and subsequently did n't have an x-ray device or metal detector ...,572043,1393,0,noHate
13511568_1,0.02961890771985054,0.009721018373966217,0.14452265202999115,False,Prosecutors charged a St. Louis man with 12 felonies Monday night in an early morning home invasion that left a nurse dead and an off-duty police officer and her firefighter boyfriend seriously injured .,577328,1345,0,noHate
14059932_1,0.018163491040468216,0.17351874709129333,0.05810633674263954,False,It took them just ten years to do this to Dublin .,577997,1383,0,noHate
14673212_1,0.03294900804758072,0.10494589060544968,0.21150004863739014,False,Those are the same Egyptians who have lived there for thousands of years .,614293,1371,0,noHate
12845244_9,0.12706491351127625,0.17123696208000183,0.1492578089237213,False,"Unfortunately , this is the country of multiculturalism .",574784,1397,0,noHate
33222250_2,0.06143931299448013,0.3485390543937683,0.1385708749294281,False,"They must have trapped her somehow , and sent her thru the network to Israel .",572710,1346,2,hate
14088622_4,0.011510156095027924,0.14764083921909332,0.1267610490322113,False,Where I live now it is n't so bad .,580084,1381,0,noHate
14053109_2,0.0043413988314569,0.2296631783246994,0.15623338520526886,False,Kapela OSP Radawie g.Z,575982,1383,0,noHate
30399453_1,0.31119397282600403,0.07432740926742554,0.38248154520988464,False,My Aunt is Principal in High School and kicked an non-White Girl from the School for bad behavior .,574666,1362,0,noHate
13165044_3,0.008689608424901962,0.2296631783246994,0.17054207623004913,False,Yawn,576954,1345,0,noHate
30730225_1,0.0018409289186820388,0.10315167158842087,0.9879999756813049,True,It's funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level .,573685,1363,0,noHate
13591250_1,0.016649238765239716,0.12703856825828552,0.12167490273714066,False,"Karina Sorensen is a member of the Danish Peoples Party , a pro-Danish heritage party .",576390,1393,0,noHate
13458115_1,0.0036516764666885138,0.043759290128946304,0.49531564116477966,False,I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,572266,1347,0,hate
13367480_2,0.01282455213367939,0.17613248527050018,0.07555308938026428,False,Williams has friends who live across the hall from the victims ..,572710,1345,0,noHate
14085035_1,0.0008815540350042284,0.1815955489873886,0.06400579959154129,False,I dont drive a Ford but I got a s-10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar .,583274,1381,0,noHate
31066278_3,0.0005565337487496436,0.03041962906718254,0.9879999756813049,True,The last thing we need is to stop calling things for their name and to look like cowardly old school nationalists .,574348,1346,0,noHate
30582393_2,0.0005330111016519368,0.719637930393219,0.07088235020637512,True,Could definitely do without the chest compressions .,576014,1359,0,noHate
13456820_2,0.0009878751588985324,0.14544667303562164,0.9879999756813049,True,"Better yet , make her the poster child for Black Resettlement ! Spending her days digging for grub worm dinners would actually be good for her .",572059,1347,0,hate
33045538_2,0.0037248446606099606,0.18605820834636688,0.9879999756813049,True,Jesus even said to their face that they are the sons of satan .,580141,1347,0,noHate
13379474_1,0.019048336893320084,0.148032084107399,0.09989644587039948,False,This is going to have to be pinned once the World Cup starts next summer .,575537,1345,0,noHate
13849943_1,0.0003986460797023028,0.12253319472074509,0.19063429534435272,False,"I have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of Celtic Stock .",592598,1391,0,noHate
14055786_1,0.0008990869973786175,0.15718603134155273,0.11323623359203339,False,"No, there is no logic for closing the section .",572734,1383,0,noHate
30405478_1,0.021891606971621513,0.2007749378681183,0.14472360908985138,False,From your post it seems you see no future for SA or any other white country ?,572287,1396,0,noHate
30559316_2,0.0118647376075387,0.21482551097869873,0.9879999756813049,True,It is amazing what they accomplished back then without the distractions and crappy public schools .,572893,1354,0,noHate
14651426_1,0.003614862449467182,0.2296631783246994,0.12108340114355087,False,Bump!,574041,1371,0,noHate
14296825_1,0.04016011953353882,0.2668856382369995,0.14842639863491058,False,It's hard being White in California .,572417,1380,0,noHate
14104912_1,0.022902939468622208,0.1755347102880478,0.26453396677970886,False,Welcome to Stormfront and please do n't sell your chances short !,599756,1381,0,noHate
13477832_3,0.0002645201748237014,0.07914923876523972,0.511971116065979,True,When ever I see these white children murdered by these sub humans it makes me so angry I could cry .,573347,1345,0,hate
30561702_2,0.0035762987099587917,0.25763842463493347,0.04959756135940552,False,They were great mysteries .,576192,1362,0,noHate
30439245_2,0.04600955545902252,0.14829358458518982,0.1067366823554039,False,It 's safe to do that if you are experienced I think .,572482,1359,0,noHate
30532954_3,0.0007112316670827568,0.05115002766251564,0.1956949383020401,False,The Bible is the only true source for end times information and anything else is just human speculation,574914,1348,0,noHate
14412097_1,0.0001897313486551866,0.09366966038942337,0.06449175626039505,False,I dont yell at members for asking questions and the answer is we do have many other candidates going to run .,589506,1375,0,noHate
30719063_1,0.011317717842757702,0.1691545993089676,0.23918570578098297,False,"Sadly, virtually every parent on this site will have to have their children experience that , as it is , without forcing them to experience it unnecesserily .",583162,1362,0,noHate
33496624_2,0.002531216014176607,0.09115154296159744,0.9879999756813049,True,You counter your own post with your own words you f * * * * * g idiot,572256,1396,0,noHate
30623737_6,0.7510349750518799,0.5368567705154419,0.22293086349964142,True,"It features some pretty good , cutting edge anime for mature teens and adults .",579195,1362,0,noHate
30447565_2,0.00014801759971305728,0.09165073931217194,0.355182021856308,False,Why ca n't whites have an English charter school or Latin charter school funded by taxpayers where white culture and literature is promoted .,575083,1362,0,noHate
30560308_1,0.03891461342573166,0.11852317303419113,0.06939207762479782,False,Your medical factors come in to play .,578499,1359,0,noHate
13586816_6,0.006376249715685844,0.2296631783246994,0.048012278974056244,False,Markus Riikonen http://www.angelfire.com/hi5/himalajafoundation 32,589791,1393,0,noHate
31402537_4,0.007088507059961557,0.25143101811408997,0.4145263135433197,False,I would n't marry a asian even after cirurgy .,572176,1346,0,hate
30782213_1,0.019028713926672935,0.008372437208890915,0.07667473703622818,False,"I know the thing on ebay said its first edition so i guess so , its still sitting at 51 $ so i am hoping it stays there and ill just bid like crazy the last few minutes of the auction and hopefully get it .",584876,1362,0,noHate
13629257_1,0.00019862120097968727,0.010200943797826767,0.9879999756813049,True,"More likely they 're afraid of having to marry and deal with a snotty GI-Jane-dyke , only to be dragged into court and have the kids and house taken a few years later .",573582,1393,3,noHate
14034375_1,0.007162364665418863,0.06734113395214081,0.9879999756813049,True,the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,595808,1387,0,hate
30622613_2,0.09899333864450455,0.2266019880771637,0.08062100410461426,False,Got a great deal too .,575744,1359,0,noHate
13059805_3,0.002947764005511999,0.41288167238235474,0.9879999756813049,True,"My Kansas ancestors got by during the Great Depression without eating cow dung , and everything was covered in dust then .",579195,1345,0,noHate
14077746_5,0.004965448286384344,0.2296631783246994,0.2959514558315277,False,Jews !,575384,1383,0,noHate
13482640_1,0.143614262342453,0.2296631783246994,0.10980206727981567,False,Absolutely.,575733,1346,0,noHate
14407528_3,0.013607017695903778,0.17701493203639984,0.10391522943973541,False,At times it is perplexing .,573263,1375,0,noHate
30632791_2,0.012348906137049198,0.3156633675098419,0.9879999756813049,True,I remember a classmate complaining how she hated her jewish neighbors .,579418,1362,0,noHate
13462533_1,0.009377402253448963,0.2296631783246994,0.05752371624112129,False,Thanks.,579056,1347,0,noHate
14422121_3,0.00019999999494757503,0.2296631783246994,0.09342064708471298,False,Sveiks !,573693,1375,0,noHate
14031187_1,0.009335922077298164,0.18760423362255096,0.2604736089706421,False,What's the non-White demographic % in London ?,572512,1387,0,noHate
13569459_1,0.0019863774068653584,0.2151917964220047,0.09461991488933563,False,I wish more mods saw it the way you did so that my friend Lycurgus might one day find himself unmoderated .,577166,1347,0,noHate
31773877_1,6.705335545120761e-05,0.017573615536093712,0.3831319808959961,False,The context that Aryan seems to be used most is to describe a person of European heritage who is of a pure blood line i.e. no Jewish blood in them ect .,586824,1363,0,noHate
13859752_1,0.012363750487565994,0.03167104721069336,0.21403874456882477,False,Will you please go to this link and sign the petition in support of the right of Russian Nationalist to march .,578188,1391,0,noHate
14101084_2,0.008577890694141388,0.21256917715072632,0.12713871896266937,False,Now I will not go near them .,574315,1381,0,noHate
30650376_1,0.00043532211566343904,0.05465851351618767,0.5759626626968384,True,"Negroes also do n't know how to clean guns or care about cleaning guns or gunsmithing , which will catch up to them .",572072,1359,0,noHate
30626462_4,0.0011058168020099401,0.049313485622406006,0.07461897283792496,False,"`` The aim and final end of all music should be none other than the glory of God and the refreshment of the soul . '' - Johann Sebastian Bach `` Where there is devotional music , God is always at hand with His gracious presence . '' - Johann Sebastian Bach",610258,1348,0,noHate
14082109_1,0.012087698094546795,0.04448624700307846,0.2536107897758484,False,I just got a group started in my area Roswell Aryan Front and we 're looking for people to join or groups to join with if anyone is interested in joing or knows or is part of a group that is recruiting send me a private message or e-mail appreciate it .,593073,1381,0,noHate
14677489_1,0.011152361519634724,0.1414172202348709,0.39048996567726135,False,As if Jews are the only enemies with a good set of brains .,574954,1371,1,noHate
30773841_4,0.027261627838015556,0.13634297251701355,0.1181691512465477,False,Events around the world will educate her fast enough !,581613,1362,0,noHate
14055056_1,0.008532979525625706,0.054800793528556824,0.39725837111473083,False,"Let's change subject for a while , here is a song from one of my favorite movies in last 10 years , do n't know do you like Bourne ?",575931,1383,0,noHate
13482336_3,0.000323890068102628,0.15803924202919006,0.1454857438802719,False,The nra may no longer exist .,584973,1346,0,noHate
14414465_3,0.00035483494866639376,0.08978325873613358,0.9879999756813049,True,http://www.abc25.com/Global/story.asp ? S = 5352185 Non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail !,573600,1375,0,hate
30623737_10,0.040982477366924286,0.3010528087615967,0.3021274209022522,False,"If there 's adult situations in it , it will indicate so on the package .",579195,1362,0,noHate
13442012_2,0.0016875159926712513,0.2534915804862976,0.09230019897222519,False,I stayed up all night cause of this debate .,575159,1347,0,noHate
30582420_1,0.06430523097515106,0.22135378420352936,0.3751821219921112,False,"The guy giving the beating could very possibly be a Hispanic , I would have to see a much clearer video before I 'd give him the honor of calling him White .",573419,1359,0,noHate
30526559_9,0.0007316225674003363,0.2296631783246994,0.03284183144569397,False,http://apod.nasa.gov/apod/astropix.html,572147,1348,0,noHate
13866670_2,0.011575109325349331,0.06365151703357697,0.10144229233264923,False,Who are you ? and how did you get your hands on it ? pm me or send a email please,592605,1391,0,noHate
14270522_2,0.13040590286254883,0.2296631783246994,0.1469326913356781,False,Buster,573684,1380,0,noHate
13586421_3,0.006736580282449722,0.1222228854894638,0.9879999756813049,True,They show some football and ice hockey + American garbage shows .,581207,1393,0,noHate
13858717_1,0.0008388050482608378,0.19172580540180206,0.4288822412490845,False,Irish pupils are getting less teacher time too because they 're so busy helping the immigrant chrildren get up to date .,574905,1391,0,noHate
30431013_1,0.21003279089927673,0.23796947300434113,0.08584417402744293,False,Good shape .,577207,1359,0,noHate
14100692_1,0.037560150027275085,0.0265098437666893,0.4882400333881378,False,I thank that the only one that can tall you what to do is your self and no one els if you see this guy and like his pic. make sure he knows you are WP if you are or you like only White men. that is the way i see it .,599177,1381,0,noHate
13867005_2,0.015957893803715706,0.2296631783246994,0.039283912628889084,False,2508,592928,1391,0,noHate
14107382_1,0.011899896897375584,0.172501340508461,0.03607838600873947,False,Hey i live over in smithfield. i lived in newport news off jefferson and mercury .,593305,1381,0,noHate
13379594_1,0.22227084636688232,0.262577086687088,0.20120540261268616,False,Powerful video that shows how primitive these beasts are .,574041,1345,1,hate
13866825_1,0.00013063444930594414,0.019739508628845215,0.2736218273639679,False,so is tom still rambling on about putting up machine guns in the city centre ? lol and that sites great al making all wn look like terrorists.so tell us all of some of the irms activism so far ?,572043,1391,0,noHate
14408833_2,0.0003217998892068863,0.18907593190670013,0.08260639011859894,False,Economic empowerment is the way to political success .,577166,1375,4,noHate
31766415_5,0.0067971195094287395,0.2296631783246994,0.0908837765455246,False,Hello !,597940,1363,0,noHate
14082739_1,0.009377402253448963,0.2296631783246994,0.05800044164061546,False,Thanks!,597968,1381,0,noHate
13484016_3,0.0064886691980063915,0.029389338567852974,0.042651619762182236,False,A citizen will have the right to bear arms and encouraged to exercise it .,577166,1347,0,noHate
14651924_8,0.04189559817314148,0.24131570756435394,0.20552633702754974,False,They smoke skinny cigars .,572170,1371,0,noHate
13337796_3,0.3198874294757843,0.2296631783246994,0.044104158878326416,False,http://aangirfan.blogspot.com/2009/1...ual-abuse.html,572266,1345,0,noHate
13501262_1,0.0011389413848519325,0.09567897766828537,0.16418485343456268,False,"I keep telling people about things like this , and they never believe me .",586483,1345,1,noHate
13439822_11,0.014598971232771873,0.2296631783246994,0.42636650800704956,False,Hail The White Race ! 26.12.2012 New Right Conference - London 2012 - YouTube,576972,1347,0,noHate
13584961_3,0.0010825209319591522,0.2292054444551468,0.06028774380683899,False,Size rarely matters .,575355,1393,0,noHate
14300900_3,0.011057039722800255,0.10897039622068405,0.5402213931083679,True,"When the non-whites come we should stand together and send em packing , like they do to us .",579227,1380,0,hate
12874777_3,0.00019999999494757503,0.2296631783246994,0.16190017759799957,False,PatrioticMama,577459,1347,0,noHate
13119410_1,0.0013032678980380297,0.06130261719226837,0.09197480231523514,False,I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .,572508,1345,1,noHate
30954922_1,0.12798947095870972,0.1568126231431961,0.9879999756813049,True,"I wish you luck , is it any wonder Jew males lust for our White women ?",572228,1346,0,hate
30636316_2,0.13561242818832397,0.33393821120262146,0.4058385193347931,False,"It never ends well , especially if the boy loses .",607088,1359,0,noHate
13864623_3,0.005940835457295179,0.1489965319633484,0.10492416471242905,False,Every day they erase more of our past .,587329,1391,0,noHate
13854327_2,0.08128738403320312,0.03987998142838478,0.9879999756813049,True,A nice holiday in the sun paid for by the silly Irish is just the ticket .,587508,1391,0,noHate
14099605_4,0.012888535857200623,0.20905672013759613,0.14254921674728394,False,Which part are you in Berserkergrrl ? 11,599118,1381,0,noHate
13494117_5,0.012874579057097435,0.12624992430210114,0.20750439167022705,False,They eat 3 X the food at each meal than your average American .,580901,1395,0,noHate
14664760_1,0.005592520348727703,0.072382852435112,0.41425082087516785,False,"Sound's like the start of a bad joke : A girl with three kid 's one white , one black and one asian walk 's into a department store .....",576940,1371,0,noHate
30571599_10,0.07542241364717484,0.17588207125663757,0.09853493422269821,False,"This wont last , so jump on it .",576238,1359,0,noHate
14438496_1,0.05346169322729111,0.17677102982997894,0.07233933359384537,False,"As others have pointed out , it 's a great slogan .",572554,1375,0,noHate
14413233_1,0.11015355587005615,0.267765611410141,0.11163492500782013,False,"There are lots of groups who do the suit and tie thing , but they are still haters to the MSM and averge public .",598545,1375,1,noHate
31769461_1,0.00041933756438083947,0.07818601280450821,0.9879999756813049,True,"Fags are a big problem , they are recruiting our kids , in the schools that we pay for .",589998,1363,0,hate
30552917_2,0.00843749288469553,0.1655830591917038,0.06888581812381744,False,I usually find it handy to connect with people I want to meet etc ie text them or talk on the phone so we can meet in person,574247,1388,0,noHate
13944391_2,0.019425341859459877,0.15105822682380676,0.4982452392578125,False,Most if not all of the whites at my school are complete race traitors,581731,1388,0,hate
31787598_2,0.2363121658563614,0.22038164734840393,0.9879999756813049,True,Although I am not an old fart ... I 'm in my 20s .,593307,1363,0,noHate
14669208_2,1.748599243001081e-05,0.08444865047931671,0.20496870577335358,False,The next generation of humanity should thank you for not having been infected with your flawed genetic structure .,572648,1371,1,hate
30420875_3,0.4509105086326599,0.20783258974552155,0.9879999756813049,True,It really pisses of the liberal leftist,572790,1388,0,hate
30488412_1,0.0058687119744718075,0.025617258623242378,0.1729082614183426,False,"Wieghtlifting and martial arts , I used to fish a hell of a lot when I was younger with my grandfather aswell as going shooting - need to get back to it ...",734643,1348,0,noHate
13480343_1,0.03323354199528694,0.04300723597407341,0.3976656198501587,False,If you click on the new nation news link at the bottom of my post your will go to a website full of white victims of black crime .,573459,1345,0,noHate
14670410_1,0.0004627336747944355,0.18849797546863556,0.340254545211792,False,There is SO much physical and scientific evidence that ancient Egyptians were not negro .,576425,1371,0,noHate
30644511_2,0.004005019087344408,0.2296631783246994,0.3768039047718048,False,"Ghosts , Goblins , etc ...",585121,1348,0,noHate
30429569_1,1.4128692782833241e-05,0.20744860172271729,0.9879999756813049,True,"Saul Kassin : `` False confessions '' https : //www.youtube.com/watch ? v = JDRRwFfJKkw The Vera Institute of Justice 's Neil A. Weiner Research Department Speaker Series presents Saul Kassin , Distinguished Professor of Psychology at John Jay College of Criminal Justice .",576284,1354,0,noHate
13862527_2,0.14164915680885315,0.2296631783246994,0.09751544147729874,False,88 .,592921,1391,0,noHate
14650949_4,0.008847794495522976,0.17533327639102936,0.9879999756813049,True,Seems like black criminals get more sympathy from the msm than innocent white women .,574041,1371,0,noHate
12834217_3,0.00046157397446222603,0.24594610929489136,0.05333452671766281,False,( Simply copy and paste the following text into your YouTube videos description boxes. ),572066,1346,0,noHate
14039462_1,0.08649478852748871,0.15461412072181702,0.41057923436164856,False,Is it a competition on TV to get the most alien looking black and to put them with a white woman ?,575589,1387,2,noHate
31732793_2,0.0022240947000682354,0.10685772448778152,0.46454039216041565,False,When I see this stuff nowadays it makes me wa n't to punch the white people who fall for it .,577415,1363,0,hate
13586328_2,0.011641088873147964,0.07788435369729996,0.07295676320791245,False,When I was at your age I had to work for every penny I spent and I had to walk to school kilometers a day and ...,589256,1393,0,noHate
14409149_3,0.01218355167657137,0.25089767575263977,0.18491005897521973,False,What a joke .,580348,1375,0,noHate
30626480_3,0.008399820886552334,0.2296631783246994,0.19162149727344513,False,Great Halloween !,573148,1348,0,noHate
30751384_2,0.014387737959623337,0.21536387503147125,0.9879999756813049,True,"Basically , we are the fathers of millions of black little bastards .",621450,1362,0,noHate
13059807_1,0.020542677491903305,0.09810695797204971,0.07206978648900986,False,It will be the same here when the goodies run out .,574041,1345,0,noHate
14016815_2,0.007387123536318541,0.13538964092731476,0.20044343173503876,False,Have you ever spent time outside of the Vancouver area ?,581725,1388,0,noHate
13621261_6,0.006067673675715923,0.025564001873135567,0.3717343509197235,False,"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .",579371,1393,0,hate
13246274_1,0.0012577136512845755,0.20905965566635132,0.13793212175369263,False,They do crank ?,575102,1345,0,noHate
13285245_3,0.003564031096175313,0.23822246491909027,0.4313620328903198,False,"Nothing more than a murdered white girl , the talking heads could care less about her .",573347,1345,15,noHate
13473239_1,0.06846954673528671,0.04089958965778351,0.41534149646759033,False,In reality they do pair up the black males with the White girls in mixed schools because the girls help them with their work and it makes the school 's achievement stats less dismal .,572196,1346,0,noHate
13587851_4,0.010564864613115788,0.09659667313098907,0.06970235705375671,False,And they are more than suitable for singing ( when talking about singing ... ),572043,1393,0,noHate
30507680_3,0.010526766069233418,0.06793276965618134,0.5517465472221375,True,"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",603922,1362,0,hate
14413580_2,0.5388252139091492,0.1444166898727417,0.04820704087615013,True,Only surreptitious and hidden cameras have worked .,603765,1375,0,noHate
14676695_1,0.009591897018253803,0.36546841263771057,0.9879999756813049,True,You see a ripped guy like that and wonder why that sexy type of woman would n't go out with internet warrior nerds like you ?,572043,1371,0,noHate
30500254_2,0.0009829415939748287,0.17855645716190338,0.9879999756813049,True,"Some were useful , some were annoying and based on silly assumptions , one was clearly an SPLC troll ...",575946,1362,0,noHate
13196322_3,0.0038229816127568483,0.16873757541179657,0.389091819524765,False,YouTube - Hell 's coming with me,578970,1345,2,noHate
30389753_2,0.06942065060138702,0.2675016224384308,0.07196798920631409,False,I am located in Vancouver,585320,1388,0,noHate
14417385_1,0.014986066147685051,0.18740196526050568,0.07609745860099792,False,I simply go over their research and then regurgitate the info .,573810,1375,0,noHate
30534328_1,0.1485673487186432,0.011127332225441933,0.34626588225364685,False,Just as the bbc begins its campaign to stay in the eu and forever change the racial demographic of the UK and Europe forever .,576359,1354,0,noHate
30428695_1,0.00020072302140761167,0.012181474827229977,0.21849150955677032,False,"If that was your DNA test results you posted , and if the methods of the particular testing company are reliable , then your dark coloring may be coming from these components :",572408,1348,0,noHate
30498223_2,0.0001222622231580317,0.16484345495700836,0.044591281563043594,False,"Hubble observations were obtained on Dec. 3 , 2005 and Aug. 30 , 2006 using the Advanced Camera for Surveys .",572147,1348,0,noHate
14668109_2,0.010765893384814262,0.10715293139219284,0.4558166265487671,False,"A powerful gang member who may not rape , may sell a new prisoner to someone that does .",572312,1371,0,noHate
